Date,Streamflow,Year,Month,Day
1966-11-01,36.2,1966,11,1
1966-12-01,15.4,1966,12,1
1967-01-01,8.4,1967,1,1
1967-02-01,6.4,1967,2,1
1967-03-01,7,1967,3,1
1967-04-01,90.2,1967,4,1
1967-05-01,250,1967,5,1
1967-06-01,152,1967,6,1
1967-07-01,108,1967,7,1
1967-08-01,45.5,1967,8,1
1967-09-01,31.9,1967,9,1
1967-10-01,47.7,1967,10,1
1967-11-01,59.6,1967,11,1
1967-12-01,24.6,1967,12,1
1968-01-01,14.3,1968,1,1
1968-02-01,12.2,1968,2,1
1968-03-01,11.1,1968,3,1
1968-04-01,40.1,1968,4,1
1968-05-01,337,1968,5,1
1968-06-01,138,1968,6,1
1968-07-01,124,1968,7,1
1968-08-01,75.2,1968,8,1
1968-09-01,64.3,1968,9,1
1968-10-01,48.7,1968,10,1
1968-11-01,25.2,1968,11,1
1968-12-01,12.3,1968,12,1
1969-01-01,10.3,1969,1,1
1969-02-01,7.3,1969,2,1
1969-03-01,5.3,1969,3,1
1969-04-01,14.2,1969,4,1
1969-05-01,175,1969,5,1
1969-06-01,551,1969,6,1
1969-07-01,291,1969,7,1
1969-08-01,139,1969,8,1
1969-09-01,158,1969,9,1
1969-10-01,53.9,1969,10,1
1969-11-01,21.5,1969,11,1
1969-12-01,11,1969,12,1
1970-01-01,9.5,1970,1,1
1970-02-01,8.4,1970,2,1
1970-03-01,8.3,1970,3,1
1970-04-01,19.6,1970,4,1
1970-05-01,300,1970,5,1
1970-06-01,376,1970,6,1
1970-07-01,113,1970,7,1
1970-08-01,48.1,1970,8,1
1970-09-01,41.9,1970,9,1
1970-10-01,70.7,1970,10,1
1970-11-01,42.7,1970,11,1
1970-12-01,14.6,1970,12,1
1971-01-01,8.4,1971,1,1
1971-02-01,6.2,1971,2,1
1971-03-01,4.7,1971,3,1
1971-04-01,8.3,1971,4,1
1971-05-01,265,1971,5,1
1971-06-01,583,1971,6,1
1971-07-01,184,1971,7,1
1971-08-01,54.7,1971,8,1
1971-09-01,63.9,1971,9,1
1971-10-01,47.4,1971,10,1
1971-11-01,28.7,1971,11,1
1971-12-01,17.5,1971,12,1
1972-01-01,11.2,1972,1,1
1972-02-01,8.9,1972,2,1
1972-03-01,8.5,1972,3,1
1972-04-01,22.2,1972,4,1
1972-05-01,177,1972,5,1
1972-06-01,462,1972,6,1
1972-07-01,50.4,1972,7,1
1972-08-01,76.1,1972,8,1
1972-09-01,59.3,1972,9,1
1972-10-01,98.5,1972,10,1
1972-11-01,32.5,1972,11,1
1972-12-01,17.6,1972,12,1
1973-01-01,14.4,1973,1,1
1973-02-01,9.4,1973,2,1
1973-03-01,10.2,1973,3,1
1973-04-01,180,1973,4,1
1973-05-01,368,1973,5,1
1973-06-01,81.5,1973,6,1
1973-07-01,64.2,1973,7,1
1973-08-01,69.9,1973,8,1
1973-09-01,40.2,1973,9,1
1973-10-01,75.7,1973,10,1
1973-11-01,34.8,1973,11,1
1973-12-01,17.5,1973,12,1
1974-01-01,13,1974,1,1
1974-02-01,9.2,1974,2,1
1974-03-01,10.4,1974,3,1
1974-04-01,11.8,1974,4,1
1974-05-01,460,1974,5,1
1974-06-01,549,1974,6,1
1974-07-01,87.2,1974,7,1
1974-08-01,72.4,1974,8,1
1974-09-01,47.4,1974,9,1
1974-10-01,24.2,1974,10,1
1974-11-01,16.8,1974,11,1
1974-12-01,12.7,1974,12,1
1975-01-01,10.9,1975,1,1
1975-02-01,7.7,1975,2,1
1975-03-01,8.1,1975,3,1
1975-04-01,61.2,1975,4,1
1975-05-01,305,1975,5,1
1975-06-01,215,1975,6,1
1975-07-01,138,1975,7,1
1975-08-01,69.4,1975,8,1
1975-09-01,81.1,1975,9,1
1975-10-01,53.5,1975,10,1
1975-11-01,26,1975,11,1
1975-12-01,18.8,1975,12,1
1976-01-01,13.8,1976,1,1
1976-02-01,11,1976,2,1
1976-03-01,11,1976,3,1
1976-04-01,20.2,1976,4,1
1976-05-01,505,1976,5,1
1976-06-01,351,1976,6,1
1976-07-01,170,1976,7,1
1976-08-01,36,1976,8,1
1976-09-01,32,1976,9,1
1976-10-01,17.6,1976,10,1
1976-11-01,11.5,1976,11,1
1976-12-01,9.4,1976,12,1
1977-01-01,6.5,1977,1,1
1977-02-01,5.8,1977,2,1
1977-03-01,5.3,1977,3,1
1977-04-01,32.9,1977,4,1
1977-05-01,323,1977,5,1
1977-06-01,86.9,1977,6,1
1977-07-01,28.6,1977,7,1
1977-08-01,75.3,1977,8,1
1977-09-01,69.3,1977,9,1
1977-10-01,68.4,1977,10,1
1977-11-01,31.5,1977,11,1
1977-12-01,25.9,1977,12,1
1978-01-01,19.8,1978,1,1
1978-02-01,13.1,1978,2,1
1978-03-01,10.2,1978,3,1
1978-04-01,17.1,1978,4,1
1978-05-01,159,1978,5,1
1978-06-01,541,1978,6,1
1978-07-01,281,1978,7,1
1978-08-01,220,1978,8,1
1978-09-01,252,1978,9,1
1978-10-01,140,1978,10,1
1978-11-01,52,1978,11,1
1978-12-01,21.1,1978,12,1
1979-01-01,12.8,1979,1,1
1979-02-01,9.8,1979,2,1
1979-03-01,8.3,1979,3,1
1979-04-01,9.8,1979,4,1
1979-05-01,621,1979,5,1
1979-06-01,234,1979,6,1
1979-07-01,213,1979,7,1
1979-08-01,293,1979,8,1
1979-09-01,143,1979,9,1
1979-10-01,86.5,1979,10,1
1979-11-01,33.2,1979,11,1
1979-12-01,19.1,1979,12,1
1980-01-01,11.5,1980,1,1
1980-02-01,8.5,1980,2,1
1980-03-01,7.2,1980,3,1
1980-04-01,85.9,1980,4,1
1980-05-01,301,1980,5,1
1980-06-01,131,1980,6,1
1980-07-01,92.9,1980,7,1
1980-08-01,108,1980,8,1
1980-09-01,117,1980,9,1
1980-10-01,59.6,1980,10,1
1980-11-01,35.5,1980,11,1
1980-12-01,17.5,1980,12,1
1981-01-01,14.4,1981,1,1
1981-02-01,11.6,1981,2,1
1981-03-01,9.1,1981,3,1
1981-04-01,9.9,1981,4,1
1981-05-01,241,1981,5,1
1981-06-01,311,1981,6,1
1981-07-01,66.9,1981,7,1
1981-08-01,44.6,1981,8,1
1981-09-01,50.5,1981,9,1
1981-10-01,53.7,1981,10,1
1981-11-01,29.6,1981,11,1
1981-12-01,12.1,1981,12,1
1982-01-01,9,1982,1,1
1982-02-01,10.6,1982,2,1
1982-03-01,8.1,1982,3,1
1982-04-01,32.7,1982,4,1
1982-05-01,442,1982,5,1
1982-06-01,285,1982,6,1
1982-07-01,109,1982,7,1
1982-08-01,31,1982,8,1
1982-09-01,23.4,1982,9,1
1982-10-01,24.8,1982,10,1
1982-11-01,19.8,1982,11,1
1982-12-01,13.9,1982,12,1
1983-01-01,12.8,1983,1,1
1983-02-01,11.1,1983,2,1
1983-03-01,9.1,1983,3,1
1983-04-01,58.5,1983,4,1
1983-05-01,555,1983,5,1
1983-06-01,464,1983,6,1
1983-07-01,69.4,1983,7,1
1983-08-01,85.1,1983,8,1
1983-09-01,86.1,1983,9,1
1983-10-01,140,1983,10,1
1983-11-01,59.3,1983,11,1
1983-12-01,36.7,1983,12,1
1984-01-01,19.4,1984,1,1
1984-02-01,15.6,1984,2,1
1984-03-01,14.1,1984,3,1
1984-04-01,13.3,1984,4,1
1984-05-01,336,1984,5,1
1984-06-01,155,1984,6,1
1984-07-01,49,1984,7,1
1984-08-01,42.1,1984,8,1
1984-09-01,163,1984,9,1
1984-10-01,50.2,1984,10,1
1984-11-01,16.2,1984,11,1
1984-12-01,11.3,1984,12,1
1985-01-01,7.5,1985,1,1
1985-02-01,5.6,1985,2,1
1985-03-01,4.1,1985,3,1
1985-04-01,10,1985,4,1
1985-05-01,361,1985,5,1
1985-06-01,284,1985,6,1
1985-07-01,426,1985,7,1
1985-08-01,361,1985,8,1
1985-09-01,114,1985,9,1
1985-10-01,66.9,1985,10,1
1985-11-01,31.3,1985,11,1
1985-12-01,20,1985,12,1
1986-01-01,14.2,1986,1,1
1986-02-01,11.6,1986,2,1
1986-03-01,10.1,1986,3,1
1986-04-01,38.7,1986,4,1
1986-05-01,387.5,1986,5,1
1986-06-01,275.3,1986,6,1
1986-07-01,244.6,1986,7,1
1986-08-01,183.1,1986,8,1
1986-09-01,162.2,1986,9,1
1986-10-01,135.8,1986,10,1
1986-11-01,57,1986,11,1
1986-12-01,20.1,1986,12,1
1987-01-01,11.6,1987,1,1
1987-02-01,10.1,1987,2,1
1987-03-01,10.9,1987,3,1
1987-04-01,10.8,1987,4,1
1987-05-01,564.8,1987,5,1
1987-06-01,194.2,1987,6,1
1987-07-01,206.7,1987,7,1
1987-08-01,178.7,1987,8,1
1987-09-01,110.8,1987,9,1
1987-10-01,174.9,1987,10,1
1987-11-01,38.6,1987,11,1
1987-12-01,16.3,1987,12,1
1988-01-01,10.9,1988,1,1
1988-02-01,7.8,1988,2,1
1988-03-01,7.8,1988,3,1
1988-04-01,16,1988,4,1
1988-05-01,219.5,1988,5,1
1988-06-01,153.9,1988,6,1
1988-07-01,35.4,1988,7,1
1988-08-01,58.9,1988,8,1
1988-09-01,90.9,1988,9,1
1988-10-01,57.8,1988,10,1
1988-11-01,27.5,1988,11,1
1988-12-01,17,1988,12,1
1989-01-01,10.3,1989,1,1
1989-02-01,8.4,1989,2,1
1989-03-01,8.8,1989,3,1
1989-04-01,10.2,1989,4,1
1989-05-01,445.4,1989,5,1
1989-06-01,146.2,1989,6,1
1989-07-01,31.9,1989,7,1
1989-08-01,23.9,1989,8,1
1989-09-01,30.5,1989,9,1
1989-10-01,40.3,1989,10,1
1989-11-01,21.5,1989,11,1
1989-12-01,11.5,1989,12,1
1990-01-01,8.3,1990,1,1
1990-02-01,6,1990,2,1
1990-03-01,7.9,1990,3,1
1990-04-01,21.7,1990,4,1
1990-05-01,361.5,1990,5,1
1990-06-01,645.9,1990,6,1
1990-07-01,78.3,1990,7,1
1990-08-01,27.4,1990,8,1
1990-09-01,73.4,1990,9,1
1990-10-01,88.4,1990,10,1
1990-11-01,30.5,1990,11,1
1990-12-01,17.1,1990,12,1
1991-01-01,10.3,1991,1,1
1991-02-01,8.9,1991,2,1
1991-03-01,8.4,1991,3,1
1991-04-01,183.7,1991,4,1
1991-05-01,432.4,1991,5,1
1991-06-01,71.5,1991,6,1
1991-07-01,109.6,1991,7,1
1991-08-01,59.1,1991,8,1
1991-09-01,88.5,1991,9,1
1991-10-01,69.8,1991,10,1
1991-11-01,42.9,1991,11,1
1991-12-01,24.2,1991,12,1
1992-01-01,11.3,1992,1,1
1992-02-01,7.6,1992,2,1
1992-03-01,8.6,1992,3,1
1992-04-01,9.4,1992,4,1
1992-05-01,472.4,1992,5,1
1992-06-01,175.2,1992,6,1
1992-07-01,130.3,1992,7,1
1992-08-01,96.6,1992,8,1
1992-09-01,115.3,1992,9,1
1992-10-01,72.2,1992,10,1
1992-11-01,30.3,1992,11,1
1992-12-01,21.2,1992,12,1
1993-01-01,13.7,1993,1,1
1993-02-01,10.7,1993,2,1
1993-03-01,11,1993,3,1
1993-04-01,15.1,1993,4,1
1993-05-01,458,1993,5,1
1993-06-01,325.7,1993,6,1
1993-07-01,57.5,1993,7,1
1993-08-01,38.9,1993,8,1
1993-09-01,70.2,1993,9,1
1993-10-01,130,1993,10,1
1993-11-01,34.4,1993,11,1
1993-12-01,10.9,1993,12,1
1994-01-01,9.6,1994,1,1
1994-02-01,8.6,1994,2,1
1994-03-01,7.9,1994,3,1
1994-04-01,32.6,1994,4,1
1994-05-01,311.4,1994,5,1
1994-06-01,426.1,1994,6,1
1994-07-01,548.8,1994,7,1
1994-08-01,346.9,1994,8,1
1994-09-01,142.3,1994,9,1
1994-10-01,81.2,1994,10,1
1994-11-01,35.1,1994,11,1
1994-12-01,18.4,1994,12,1
1995-01-01,13.5,1995,1,1
1995-02-01,10.2,1995,2,1
1995-03-01,10.3,1995,3,1
1995-04-01,193.6,1995,4,1
1995-05-01,209.2,1995,5,1
1995-06-01,74.3,1995,6,1
1995-07-01,56.4,1995,7,1
1995-08-01,176.4,1995,8,1
1995-09-01,90.6,1995,9,1
1995-10-01,48.8,1995,10,1
1995-11-01,27,1995,11,1
1995-12-01,13.3,1995,12,1
1996-01-01,7.4,1996,1,1
1996-02-01,7.9,1996,2,1
1996-03-01,9.6,1996,3,1
1996-04-01,12.1,1996,4,1
1996-05-01,203.3,1996,5,1
1996-06-01,480.9,1996,6,1
1996-07-01,206.7,1996,7,1
1996-08-01,109.3,1996,8,1
1996-09-01,139.4,1996,9,1
1996-10-01,128.6,1996,10,1
1996-11-01,42.4,1996,11,1
1996-12-01,19.8,1996,12,1
1997-01-01,9.3,1997,1,1
1997-02-01,8.2,1997,2,1
1997-03-01,8.9,1997,3,1
1997-04-01,114.6,1997,4,1
1997-05-01,514.5,1997,5,1
1997-06-01,281.3,1997,6,1
1997-07-01,67.3,1997,7,1
1997-08-01,86.1,1997,8,1
1997-09-01,63.6,1997,9,1
1997-10-01,96.5,1997,10,1
1997-11-01,31,1997,11,1
1997-12-01,16.6,1997,12,1
1998-01-01,7.7,1998,1,1
1998-02-01,4.7,1998,2,1
1998-03-01,5.2,1998,3,1
1998-04-01,7.1,1998,4,1
1998-05-01,367.4,1998,5,1
1998-06-01,382.4,1998,6,1
1998-07-01,211.9,1998,7,1
1998-08-01,134.5,1998,8,1
1998-09-01,120.3,1998,9,1
1998-10-01,51.1,1998,10,1
1998-11-01,23.6,1998,11,1
1998-12-01,17.8,1998,12,1
1999-01-01,16.4,1999,1,1
1999-02-01,11.5,1999,2,1
1999-03-01,13.6,1999,3,1
1999-04-01,17,1999,4,1
1999-05-01,256.6,1999,5,1
1999-06-01,752.9,1999,6,1
1999-07-01,82.5,1999,7,1
1999-08-01,38.3,1999,8,1
1999-09-01,221,1999,9,1
1999-10-01,173.7,1999,10,1
1999-11-01,43.8,1999,11,1
1999-12-01,19.6,1999,12,1
2000-01-01,15.1,2000,1,1
2000-02-01,14.8,2000,2,1
2000-03-01,15.1,2000,3,1
2000-04-01,242.3,2000,4,1
2000-05-01,398.4,2000,5,1
2000-06-01,237.6,2000,6,1
2000-07-01,41.7,2000,7,1
2000-08-01,61,2000,8,1
2000-09-01,37.3,2000,9,1
2000-10-01,52.8,2000,10,1
2000-11-01,29.9,2000,11,1
2000-12-01,22.6,2000,12,1
2001-01-01,19.1,2001,1,1
2001-02-01,17.8,2001,2,1
2001-03-01,11.4,2001,3,1
2001-04-01,44.5,2001,4,1
2001-05-01,795.7,2001,5,1
2001-06-01,327.4,2001,6,1
2001-07-01,104.1,2001,7,1
2001-08-01,114.4,2001,8,1
2001-09-01,80.2,2001,9,1
2001-10-01,93.7,2001,10,1
2001-11-01,,2001,11,1
2001-12-01,,2001,12,1
2002-01-01,,2002,1,1
2002-02-01,,2002,2,1
2002-03-01,578.5,2002,3,1
2002-04-01,355.3,2002,4,1
2002-05-01,78.6,2002,5,1
2002-06-01,38,2002,6,1
2002-07-01,122.4,2002,7,1
2002-08-01,,2002,8,1
2002-09-01,,2002,9,1
2002-10-01,,2002,10,1
2002-11-01,,2002,11,1
2002-12-01,,2002,12,1
2003-01-01,,2003,1,1
2003-02-01,,2003,2,1
2003-03-01,,2003,3,1
2003-04-01,15.5,2003,4,1
2003-05-01,563.7,2003,5,1
2003-06-01,365.1,2003,6,1
2003-07-01,90.6,2003,7,1
2003-08-01,158.1,2003,8,1
2003-09-01,148.8,2003,9,1
2003-10-01,70.3,2003,10,1
2003-11-01,14.8,2003,11,1
2003-12-01,13.1,2003,12,1
2004-01-01,14.1,2004,1,1
2004-02-01,10.6,2004,2,1
2004-03-01,8.8,2004,3,1
2004-04-01,9,2004,4,1
2004-05-01,374.6,2004,5,1
2004-06-01,258.6,2004,6,1
2004-07-01,50,2004,7,1
2004-08-01,64.1,2004,8,1
2004-09-01,58.9,2004,9,1
2004-10-01,72.5,2004,10,1
2004-11-01,30.8,2004,11,1
2004-12-01,20.1,2004,12,1
2005-01-01,11.7,2005,1,1
2005-02-01,8,2005,2,1
2005-03-01,5.8,2005,3,1
2005-04-01,19,2005,4,1
2005-05-01,508.8,2005,5,1
2005-06-01,191.7,2005,6,1
2005-07-01,183.1,2005,7,1
2005-08-01,67.3,2005,8,1
2005-09-01,74.3,2005,9,1
2005-10-01,40.6,2005,10,1
2005-11-01,50.2,2005,11,1
2005-12-01,22.1,2005,12,1
2006-01-01,14.7,2006,1,1
2006-02-01,12.3,2006,2,1
2006-03-01,11.7,2006,3,1
2006-04-01,15.7,2006,4,1
2006-05-01,445.6,2006,5,1
2006-06-01,449.7,2006,6,1
2006-07-01,127.9,2006,7,1
2006-08-01,89.6,2006,8,1
2006-09-01,97.6,2006,9,1
2006-10-01,61.6,2006,10,1
2006-11-01,36.7,2006,11,1
2006-12-01,22.2,2006,12,1
2007-01-01,18.3,2007,1,1
2007-02-01,14.2,2007,2,1
2007-03-01,11.8,2007,3,1
2007-04-01,100.8,2007,4,1
2007-05-01,520,2007,5,1
2007-06-01,287.5,2007,6,1
2007-07-01,87.9,2007,7,1
2007-08-01,43,2007,8,1
2007-09-01,73.9,2007,9,1
2007-10-01,48.6,2007,10,1
2007-11-01,26.2,2007,11,1
2007-12-01,15.6,2007,12,1
2008-01-01,13.6,2008,1,1
2008-02-01,11.8,2008,2,1
2008-03-01,11.4,2008,3,1
2008-04-01,19.9,2008,4,1
2008-05-01,290.4,2008,5,1
2008-06-01,335.3,2008,6,1
2008-07-01,61.6,2008,7,1
2008-08-01,380.4,2008,8,1
2008-09-01,300.8,2008,9,1
2008-10-01,85.1,2008,10,1
2008-11-01,69.5,2008,11,1
2008-12-01,32,2008,12,1
2009-01-01,18,2009,1,1
2009-02-01,12.8,2009,2,1
2009-03-01,10.2,2009,3,1
2009-04-01,11.8,2009,4,1
2009-05-01,318.7,2009,5,1
2009-06-01,342.5,2009,6,1
2009-07-01,139.6,2009,7,1
2009-08-01,41.8,2009,8,1
2009-09-01,37.6,2009,9,1
2009-10-01,51.5,2009,10,1
2009-11-01,21.5,2009,11,1
2009-12-01,18.5,2009,12,1
2010-01-01,15.9,2010,1,1
2010-02-01,16.9,2010,2,1
2010-03-01,13.9,2010,3,1
2010-04-01,42.1,2010,4,1
2010-05-01,397.6,2010,5,1
2010-06-01,124,2010,6,1
2010-07-01,33.7,2010,7,1
2010-08-01,17.3,2010,8,1
2010-09-01,26.5,2010,9,1
2010-10-01,36.3,2010,10,1
2010-11-01,36.4,2010,11,1
2010-12-01,31.5,2010,12,1
2011-01-01,19.1,2011,1,1
2011-02-01,11.6,2011,2,1
2011-03-01,9.1,2011,3,1
2011-04-01,157.5,2011,4,1
2011-05-01,233.5,2011,5,1
2011-06-01,279,2011,6,1
2011-07-01,52.8,2011,7,1
2011-08-01,27.2,2011,8,1
2011-09-01,222.1,2011,9,1
2011-10-01,191.9,2011,10,1
2011-11-01,41.8,2011,11,1
2011-12-01,19.4,2011,12,1
2012-01-01,15,2012,1,1
2012-02-01,7.8,2012,2,1
2012-03-01,6.3,2012,3,1
2012-04-01,48.6,2012,4,1
2012-05-01,261.7,2012,5,1
2012-06-01,249.7,2012,6,1
2012-07-01,93.6,2012,7,1
2012-08-01,41.5,2012,8,1
2012-09-01,164.3,2012,9,1
2012-10-01,97,2012,10,1
2012-11-01,60.7,2012,11,1
2012-12-01,26.4,2012,12,1
2013-01-01,8.6,2013,1,1
2013-02-01,5,2013,2,1
2013-03-01,6.9,2013,3,1
2013-04-01,22.7,2013,4,1
2013-05-01,356.9,2013,5,1
2013-06-01,168.6,2013,6,1
2013-07-01,59.5,2013,7,1
2013-08-01,28.4,2013,8,1
2013-09-01,21.9,2013,9,1
2013-10-01,27.6,2013,10,1
2013-11-01,27.4,2013,11,1
2013-12-01,18.6,2013,12,1
2014-01-01,14.7,2014,1,1
2014-02-01,10.2,2014,2,1
2014-03-01,9.1,2014,3,1
2014-04-01,27.9,2014,4,1
2014-05-01,455.5,2014,5,1
2014-06-01,172.9,2014,6,1
2014-07-01,151.2,2014,7,1
2014-08-01,126.2,2014,8,1
2014-09-01,248,2014,9,1
2014-10-01,207.4,2014,10,1
2014-11-01,35.4,2014,11,1
2014-12-01,19.1,2014,12,1
2015-01-01,13.3,2015,1,1
2015-02-01,11.7,2015,2,1
2015-03-01,11.7,2015,3,1
2015-04-01,24.6,2015,4,1
2015-05-01,353.8,2015,5,1
2015-06-01,149.9,2015,6,1
2015-07-01,123.3,2015,7,1
2015-08-01,200.3,2015,8,1
2015-09-01,138.8,2015,9,1
2015-10-01,165.5,2015,10,1
2015-11-01,41.9,2015,11,1
2015-12-01,37.1,2015,12,1
2016-01-01,17.1,2016,1,1
2016-02-01,13.9,2016,2,1
2016-03-01,12.8,2016,3,1
2016-04-01,140.2,2016,4,1
2016-05-01,637.7,2016,5,1
2016-06-01,162.3,2016,6,1
2016-07-01,108.2,2016,7,1
2016-08-01,42.6,2016,8,1
2016-09-01,145.4,2016,9,1
2016-10-01,94.1,2016,10,1
2016-11-01,32.3,2016,11,1
2016-12-01,19.5,2016,12,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
