Date,Year,Month,Streamflow,Precipitation,,,,,,,,
01/11/1986,1986,11,133.0,39.94,,,,,,,,
01/12/1986,1986,12,102.0,22.49,,,,,,,,
01/01/1987,1987,1,29.3,27.63,,,,,,,,
01/02/1987,1987,2,25.4,35.84,,,,,,,,
01/03/1987,1987,3,21.7,19.34,,,,,,,,
01/04/1987,1987,4,26.1,14.12,,,,,,,,
01/05/1987,1987,5,161.8,57.95,,,,,,,,
01/06/1987,1987,6,191.2,28.20,,,,,,,,
01/07/1987,1987,7,103.0,53.97,,,,,,,,
01/08/1987,1987,8,79.0,85.68,,,,,,,,
01/09/1987,1987,9,80.7,27.46,,,,,,,,
01/10/1987,1987,10,59.3,34.99,,,,,,,,
01/11/1987,1987,11,39.4,32.80,,,,,,,,
01/12/1987,1987,12,27.8,28.64,,,,,,,,
01/01/1988,1988,1,26.1,31.77,,,,,,,,
01/02/1988,1988,2,23.6,14.32,,,,,,,,
01/03/1988,1988,3,19.4,25.19,,,,,,,,
01/04/1988,1988,4,18.3,50.61,,,,,,,,
01/05/1988,1988,5,161.8,58.12,,,,,,,,
01/06/1988,1988,6,191.2,32.19,,,,,,,,
01/07/1988,1988,7,103.0,44.45,,,,,,,,
01/08/1988,1988,8,33.9,51.31,,,,,,,,
01/09/1988,1988,9,38.5,33.46,,,,,,,,
01/10/1988,1988,10,78.5,54.15,,,,,,,,
01/11/1988,1988,11,54.2,50.67,,,,,,,,
01/12/1988,1988,12,26.6,45.70,,,,,,,,
01/01/1989,1989,1,30.4,40.90,,,,,,,,
01/02/1989,1989,2,21.9,44.72,,,,,,,,
01/03/1989,1989,3,17.8,46.55,,,,,,,,
01/04/1989,1989,4,17.1,44.61,,,,,,,,
01/05/1989,1989,5,180.0,26.43,,,,,,,,
01/06/1989,1989,6,164.0,23.41,,,,,,,,
01/07/1989,1989,7,64.3,25.53,,,,,,,,
01/08/1989,1989,8,43.6,41.91,,,,,,,,
01/09/1989,1989,9,43.1,40.22,,,,,,,,
01/10/1989,1989,10,43.5,54.87,,,,,,,,
01/11/1989,1989,11,31.2,71.47,,,,,,,,
01/12/1989,1989,12,24.3,30.04,,,,,,,,
01/01/1990,1990,1,22.6,18.50,,,,,,,,
01/02/1990,1990,2,22.4,17.85,,,,,,,,
01/03/1990,1990,3,20.5,25.31,,,,,,,,
01/04/1990,1990,4,22.1,37.34,,,,,,,,
01/05/1990,1990,5,173.0,76.48,,,,,,,,
01/06/1990,1990,6,153.0,48.99,,,,,,,,
01/07/1990,1990,7,74.9,18.22,,,,,,,,
01/08/1990,1990,8,48.7,70.59,,,,,,,,
01/09/1990,1990,9,75.9,90.06,,,,,,,,
01/10/1990,1990,10,57.3,74.08,,,,,,,,
01/11/1990,1990,11,45.0,34.06,,,,,,,,
01/12/1990,1990,12,29.5,32.27,,,,,,,,
01/01/1991,1991,1,24.2,42.89,,,,,,,,
01/02/1991,1991,2,21.9,46.83,,,,,,,,
01/03/1991,1991,3,18.7,5.18,,,,,,,,
01/04/1991,1991,4,72.1,46.79,,,,,,,,
01/05/1991,1991,5,202.0,20.93,,,,,,,,
01/06/1991,1991,6,82.3,72.35,,,,,,,,
01/07/1991,1991,7,43.5,22.91,,,,,,,,
01/08/1991,1991,8,35.5,56.16,,,,,,,,
01/09/1991,1991,9,33.7,24.65,,,,,,,,
01/10/1991,1991,10,42.2,93.14,,,,,,,,
01/11/1991,1991,11,28.9,36.75,,,,,,,,
01/12/1991,1991,12,16.0,21.67,,,,,,,,
01/01/1992,1992,1,13.5,20.37,,,,,,,,
01/02/1992,1992,2,14.8,17.18,,,,,,,,
01/03/1992,1992,3,13.6,33.57,,,,,,,,
01/04/1992,1992,4,14.1,82.40,,,,,,,,
01/05/1992,1992,5,143.0,35.73,,,,,,,,
01/06/1992,1992,6,89.2,105.46,,,,,,,,
01/07/1992,1992,7,79.3,59.78,,,,,,,,
01/08/1992,1992,8,55.1,86.58,,,,,,,,
01/09/1992,1992,9,73.6,60.78,,,,,,,,
01/10/1992,1992,10,78.5,48.79,,,,,,,,
01/11/1992,1992,11,54.2,37.85,,,,,,,,
01/12/1992,1992,12,37.3,15.99,,,,,,,,
01/01/1993,1993,1,29.3,28.10,,,,,,,,
01/02/1993,1993,2,25.4,18.82,,,,,,,,
01/03/1993,1993,3,21.7,38.45,,,,,,,,
01/04/1993,1993,4,17.8,25.11,,,,,,,,
01/05/1993,1993,5,48.3,20.97,,,,,,,,
01/06/1993,1993,6,332.0,69.27,,,,,,,,
01/07/1993,1993,7,84.6,41.55,,,,,,,,
01/08/1993,1993,8,54.2,66.30,,,,,,,,
01/09/1993,1993,9,78.8,39.33,,,,,,,,
01/10/1993,1993,10,95.8,25.95,,,,,,,,
01/11/1993,1993,11,48.3,18.71,,,,,,,,
01/12/1993,1993,12,26.5,16.90,,,,,,,,
01/01/1994,1994,1,18.8,26.30,,,,,,,,
01/02/1994,1994,2,16.9,40.44,,,,,,,,
01/03/1994,1994,3,19.8,48.48,,,,,,,,
01/04/1994,1994,4,26.1,28.93,,,,,,,,
01/05/1994,1994,5,161.8,57.75,,,,,,,,
01/06/1994,1994,6,191.2,72.55,,,,,,,,
01/07/1994,1994,7,103.0,75.83,,,,,,,,
01/08/1994,1994,8,79.0,59.35,,,,,,,,
01/09/1994,1994,9,80.7,36.81,,,,,,,,
01/10/1994,1994,10,78.5,24.43,,,,,,,,
01/11/1994,1994,11,54.2,36.75,,,,,,,,
01/12/1994,1994,12,37.3,34.67,,,,,,,,
01/01/1995,1995,1,29.3,27.56,,,,,,,,
01/02/1995,1995,2,25.4,38.01,,,,,,,,
01/03/1995,1995,3,21.7,26.68,,,,,,,,
01/04/1995,1995,4,26.1,29.49,,,,,,,,
01/05/1995,1995,5,161.8,62.92,,,,,,,,
01/06/1995,1995,6,191.2,61.12,,,,,,,,
01/07/1995,1995,7,103.0,88.95,,,,,,,,
01/08/1995,1995,8,79.0,59.43,,,,,,,,
01/09/1995,1995,9,80.7,49.50,,,,,,,,
01/10/1995,1995,10,78.5,41.25,,,,,,,,
01/11/1995,1995,11,54.2,24.91,,,,,,,,
01/12/1995,1995,12,37.3,25.67,,,,,,,,
01/01/1996,1996,1,29.3,8.91,,,,,,,,
01/02/1996,1996,2,25.4,22.87,,,,,,,,
01/03/1996,1996,3,21.7,43.20,,,,,,,,
01/04/1996,1996,4,26.1,33.51,,,,,,,,
01/05/1996,1996,5,161.8,71.07,,,,,,,,
01/06/1996,1996,6,191.2,59.99,,,,,,,,
01/07/1996,1996,7,103.0,51.18,,,,,,,,
01/08/1996,1996,8,79.0,61.44,,,,,,,,
01/09/1996,1996,9,80.7,27.46,,,,,,,,
01/10/1996,1996,10,78.5,24.43,,,,,,,,
01/11/1996,1996,11,54.2,18.05,,,,,,,,
01/12/1996,1996,12,37.3,33.05,,,,,,,,
01/01/1997,1997,1,29.3,37.41,,,,,,,,
01/02/1997,1997,2,25.4,44.72,,,,,,,,
01/03/1997,1997,3,21.7,33.83,,,,,,,,
01/04/1997,1997,4,26.1,43.87,,,,,,,,
01/05/1997,1997,5,161.8,126.26,,,,,,,,
01/06/1997,1997,6,87.5,99.27,,,,,,,,
01/07/1997,1997,7,82.3,33.66,,,,,,,,
01/08/1997,1997,8,51.8,59.13,,,,,,,,
01/09/1997,1997,9,80.7,41.53,,,,,,,,
01/10/1997,1997,10,78.5,23.07,,,,,,,,
01/11/1997,1997,11,54.2,26.42,,,,,,,,
01/12/1997,1997,12,37.3,30.21,,,,,,,,
01/01/1998,1998,1,29.3,29.83,,,,,,,,
01/02/1998,1998,2,25.4,31.03,,,,,,,,
01/03/1998,1998,3,21.7,27.48,,,,,,,,
01/04/1998,1998,4,26.1,76.26,,,,,,,,
01/05/1998,1998,5,161.8,49.39,,,,,,,,
01/06/1998,1998,6,191.2,148.76,,,,,,,,
01/07/1998,1998,7,103.0,36.33,,,,,,,,
01/08/1998,1998,8,79.0,44.62,,,,,,,,
01/09/1998,1998,9,80.7,20.97,,,,,,,,
01/10/1998,1998,10,78.5,43.36,,,,,,,,
01/11/1998,1998,11,54.2,28.86,,,,,,,,
01/12/1998,1998,12,37.3,20.08,,,,,,,,
01/01/1999,1999,1,29.3,11.48,,,,,,,,
01/02/1999,1999,2,18.1,36.69,,,,,,,,
01/03/1999,1999,3,18.8,55.33,,,,,,,,
01/04/1999,1999,4,20.7,120.81,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
